,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
818,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2787-condominio-portofino-casa-club-jesus-maria-lima-lima-inverplus,Condominio Portofino Casa Club,-12.0850837,-77.04942539999999,Calle Daniel Olaechea 134,Jesus Maria,En construcción,"31 de Octubre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,N,Piso: 9,3,153.06 m2,"S/ 1,087,000"
6386,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2415-le-rosier-miraflores-lima-lima-abril-grupo-inmobiliario,Le Rosier,-12.121167460688795,-77.01807035695455,Av. Roosevelt 5877 miraflores,Miraflores,En construcción,"31 de Mayo, 2025",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,LRO X09,Pisos: 3 y 5,2,64.19 m2,"S/ 484,386"
1820,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2647-alameda-central-condominio-cercado-de-lima-lima-lima-besco,Alameda Central Condominio,-12.0475328,-77.0566513,"Av. Oscar R. Benavides 1140 (Ex Av. Colonial), esquina con Jr. Gaspar Hernandez, Cercado de Lima",Cercado de lima,En construcción,"28 de Febrero, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Cancha de Fulbito', 'Club House', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TORRE 2-1er Piso-TIPO 8,Piso: 1,3,65.31 m2,"S/ 339,800"
3766,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3285-bolona-256-miraflores-lima-lima-ee-inmobiliaria,Boloña 256,-12.1211869,-77.0191803,Av. Monseñor Roca y Boloña 256,Miraflores,En planos,"31 de Agosto, 2025",Banco BCP,['Lobby'],flat,Tipo 04,Pisos: Entre 2 al 9,2,70.71 m2,"$ 141,000"
5917,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2294-santa-isabel-169-miraflores-lima-lima-labok-grupo-inmobiliario,Santa Isabel 169,-12.1303717,-77.02748249999999,Santa Isabel 169,Miraflores,Entrega inmediata,"30 de Noviembre, 2023",Banco BCP,"['Areas verdes', 'Ascensor directo', 'Lobby', 'Video vigilancia', 'Otros']",flat,Tipo 3 - 702,Piso: 7,3,118.50 m2,"$ 339,000"
2019,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2945-aldabas-de-las-gardenias-edificio-residencial-116-santiago-de-surco-lima-lima-grupo-dicon,ALDABAS DE LAS GARDENIAS EDIFICIO RESIDENCIAL 116,-12.12620827016325,-76.98422297768116,Calle Aldabas 116 Esquina con Jr Batallón Callao Sur,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 3,Piso: 2,3,114.50 m2,"$ 224,411"
1546,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2493-friendz-chorrillos-lima-lima-hl-desarrollos-inmobiliarios,FRIENDZ,-12.175976041610062,-77.00320617016354,Calle Andrómeda 830,Chorrillos,Entrega inmediata,"30 de Diciembre, 2023",Banco Pichincha,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 6,Piso: 6,3,78.52 m2,"S/ 414,670"
1563,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1857-condominio-esencial-santiago-de-surco-lima-lima-la-venturosa,Condominio Esencial,-12.168656986258767,-76.99251155846443,Esquina de Av. Guardia Civil Norte con Av. Los Faisanes,Santiago De Surco,Entrega inmediata,"31 de Julio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de usos Múltiples', 'Techo Panorámico']",flat,T32-C,Piso: 12,3,71.51 m2,"S/ 373,254"
3214,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2999-lilas-lince-lima-lima-abril-grupo-inmobiliario,Lilas,-12.0910776,-77.0416679,Jiron Pezet y Monel 2728,Lince,En construcción,"30 de Marzo, 2025",Banco Scotiabank,['Lobby'],flat,LIL-206AL406,"Pisos: 2, 3, 4",2,71.77 m2,"S/ 601,780"
5127,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2940-amaranta-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Amaranta,-12.0720557,-77.0628819,Av Bolivar 959,Pueblo Libre,En construcción,"30 de Enero, 2026",Banco Scotiabank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,"AMT - 602,702,1302 al 1602",Pisos: Entre 6 al 16,1,39.16 m2,"S/ 270,423"
2874,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1995-condominio-felizia-chorrillos-lima-lima-la-venturosa,Condominio Felizia,-12.177773110918764,-76.9999210325216,Av. Los Faisanes 327,Chorrillos,Entrega inmediata,"31 de Diciembre, 2023",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO TD-7,Pisos: 9 y 12,3,65.33 m2,"S/ 314,216"
135,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2776-altos-del-rimac-etapa-5-rimac-lima-lima-besco,Altos del Rímac - Etapa 5,-12.015767270231956,-77.04267954839453,Av. A #225,Rimac,En construcción,"31 de Julio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Club House', 'Otros']",flat,ETAPA 5 - TORRE 1 - FLAT - Tipo 2,Piso: 1,2,59.72 m2,"S/ 267,500"
5710,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3374-buena-vista-211-san-borja-lima-lima-crearte-inmobiliaria,Buena Vista 211,-12.1077566,-76.97984869999999,Av. Buena Vista 211,San Borja,En planos,"31 de Diciembre, 2025",BBVA,"['Lobby', 'Otros']",flat,TIPO X03,"Pisos: 2, 3, 4",3,120.00 m2,"$ 252,000"
4113,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2097-flow-living-apartments-surquillo-lima-lima-lider,FLOW LIVING APARTMENTS,-12.107478,-77.0162924,Av. Tomás Marsano 392,Surquillo,Entrega inmediata,"24 de Marzo, 2024",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Flow-X06,"Pisos: 5, 12, 13, 18",2,61.63 m2,"S/ 474,800"
6061,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2830-entrenos-magdalena-del-mar-lima-lima-promsal,Entrenos,-12.0923286,-77.0721377,jr tacna 655,Magdalena Del Mar,En construcción,"30 de Septiembre, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Internet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,X1,Pisos: Entre 6 al 14,3,70.55 m2,"S/ 431,343"
228,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3397-zircon-jesus-maria-lima-lima-marte,Zircon,-12.0708776,-77.04226390000001,Jr. Nazca 704,Jesus Maria,En planos,"31 de Diciembre, 2026",Banco BCP,"['Lobby', 'Piscina', 'Sala de usos Múltiples', 'Zona de Parrillas']",duplex,Tipo 2202,Piso: 22,3,104.21 m2,"S/ 718,550"
3720,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3240-alba-san-isidro-lima-lima-zafira-inmobiliaria,Alba,-12.102899702672667,-77.05780504578036,AV. AUGUSTO PEREZ ARANIBAR 2124,San Isidro,En planos,"31 de Julio, 2026",Banco BCP,"['Área de juegos para niños', 'Lobby', 'Piscina', 'Zona de Parrillas', 'Otros']",flat,TIPO 1,Pisos: Entre 5 al 21,1,43.24 m2,"$ 101,000"
5724,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3190-lomas-de-carabayllo-etapa-4-carabayllo-lima-lima-padova,Lomas de Carabayllo Etapa 4,-11.885806345495428,-77.03114028937699,"calle 3, carabayllo",Carabayllo,En construcción,"19 de Junio, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Cancha de Fulbito', 'Club House', 'Jardin interior', 'Minimarket', 'Parque privado', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia']",duplex,D-02,Piso: 5,4,104.27 m2,"S/ 270,125"
1027,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3219-taller-miraflores-lima-lima-paz,Taller,-12.1129038,-77.0465743,CALLE TORIBIO POLO 450,Miraflores,En planos,"31 de Julio, 2026",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Zona de Parrillas']",duplex,17,Piso: 13,2,91.87 m2,"S/ 714,667"
3051,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2936-litoral-900-miraflores-lima-lima-mirano,Litoral 900,-12.1130319,-77.0482391,"Av. del Ejercito 890, Miraflores.",Miraflores,En construcción,"30 de Junio, 2026",BBVA,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,X07,Pisos: Entre 2 al 8,2,62.06 m2,"$ 148,944"
1609,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1949-brasil-3395-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,BRASIL 3395,-12.0908564,-77.06650599999999,Av Brasil 3395,Magdalena Del Mar,Entrega inmediata,"01 de Junio, 2024",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,TIPO 4,Piso: 18,2,55.76 m2,"S/ 414,182"
6407,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2635-art-28-miraflores-lima-lima-edifica,ART 28,-12.1282224,-77.0255233,Av. 28 Julio 815 Miraflores,Miraflores,En construcción,"31 de Enero, 2025",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Otros']",flat,29,Piso: 2,2,64.46 m2,"S/ 742,916"
5844,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3342-alborada-iii-san-miguel-lima-lima-grupo-mg,ALBORADA III,-12.0866944,-77.0911878,Av. La paz 839,San Miguel,En planos,"31 de Diciembre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,A4,"Pisos: 2, 3, 4, 5, 6",2,57.40 m2,"S/ 305,740"
1621,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2695-blue-san-isidro-lima-lima-esparq-inversiones,BLUE,-12.100848,-77.02741259999999,Av. Paseo de la República 3620,San Isidro,En construcción,"30 de Marzo, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,E,Piso: 5,4,89.00 m2,"S/ 721,000"
5726,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3190-lomas-de-carabayllo-etapa-4-carabayllo-lima-lima-padova,Lomas de Carabayllo Etapa 4,-11.885806345495428,-77.03114028937699,"calle 3, carabayllo",Carabayllo,En construcción,"19 de Junio, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Cancha de Fulbito', 'Club House', 'Jardin interior', 'Minimarket', 'Parque privado', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia']",duplex,D-04,Piso: 5,4,108.26 m2,"S/ 280,880"
4510,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3167-hometown-condominio-san-borja-lima-lima-esparq-inversiones,Hometown Condominio,-12.0940626,-76.9894345,Durero 490 san borja,San Borja,En construcción,"30 de Mayo, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet']",flat,TORRE K TIPO 13J,Piso: 1,3,195.47 m2,"$ 337,000"
4398,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3360-horne-137-barranco-lima-lima-calicanto,Horne 137,-12.1383383,-77.018517,Calle Enrique del Horne 137,Barranco,En planos,"31 de Diciembre, 2025",Banco BCP,"['Areas verdes', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,SX01,Piso:,2,88.26 m2,"$ 170,321"
572,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2451-seed-growing-home-santiago-de-surco-lima-lima-verdant-inmobiliaria,Seed Growing Home,-12.082956197507938,-76.97891973876098,Jr. República de Líbano 173,Santiago De Surco,En construcción,"31 de Agosto, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Boulevard peatonal', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techos Ecológicos', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X02,"Pisos: 6, 7, 8, 10",1,62.00 m2,"S/ 425,000"
4996,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,MUM 363,-12.0949881,-77.0552728,Av. Javier Prado Oeste 2291,Magdalena Del Mar,En planos,"31 de Diciembre, 2026",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X16-B,"Pisos: 3, 5, 7, 9, 11",2,64.55 m2,"S/ 505,000"
6144,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2671-sq-work-living-apartments-surquillo-lima-lima-hl-desarrollos-inmobiliarios,SQ Work & Living Apartments,-12.106244009248115,-77.02674078915153,Av. Paseo de la República 4117,Surquillo,En construcción,"31 de Marzo, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Sauna', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 3A,Pisos: 29 y 30,1,40.16 m2,"S/ 341,675"
5228,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3211-las-praderas-chorrillos-lima-lima-tale-inmobiliaria,Las Praderas,-12.1768317,-76.99919310000001,"Av. Los Faisanes 485, Chorrillos 15054",Chorrillos,En planos,"31 de Diciembre, 2026",Otros,"['Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X18,Pisos: Entre 4 al 17,3,62.92 m2,"S/ 305,000"
4366,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2661-palm-living-san-isidro-lima-lima-grupo-t&c,PALM LIVING,-12.0927056,-77.0385929,Calle las Palmeras 291-San Isidro,San Isidro,En construcción,"31 de Octubre, 2026",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Otros']",flat,TIPO 12,"Pisos: 15, 16, 17, 18, 19",2,75.18 m2,"S/ 665,059"
3795,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2491-barrio-verde-miraflores-lima-lima-belgica-edificaciones,Barrio Verde,-12.1148864,-77.0454436,mendiburu 573,Miraflores,En construcción,"31 de Octubre, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,B.7F,Pisos: 9 y 11,3,94.22 m2,"S/ 854,104"
2447,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2785-torre-paino-surquillo-lima-lima-tale-inmobiliaria,TORRE PAINO,-12.1027396,-77.0239488,"Avenida Aramburú 668, Surquillo",Surquillo,En construcción,"31 de Diciembre, 2025",Financiamiento Propio,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X06,Pisos: Entre 9 al 22,2,76.12 m2,"S/ 587,000"
4011,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2490-sonhos-miraflores-lima-lima-inarco,SONHOS,-12.1139411,-77.0296642,"Av. Arequipa 4821, Miraflores",Miraflores,En planos,"30 de Septiembre, 2025",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 1404,Piso: 14,1,62.51 m2,"S/ 577,300"
4586,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,Central Home Chacarilla,-12.112760461149128,-76.99036037001652,Cl. Monterrey 319,Santiago De Surco,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 904,Piso: 9,2,81.29 m2,"$ 155,000"
5522,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2199-livorno-lince-lima-lima-toratto-grupo-inmobiliario,LIVORNO,-12.089360918332403,-77.03618155238584,Av. Trinidad Moran 331,Lince,Entrega inmediata,"24 de Junio, 2023","BBVA, Otros","['Areas verdes', 'Lobby']",flat,TIPO F,Piso: 2,2,74.28 m2,"S/ 721,547"
2157,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3242-new-one-jesus-maria-lima-lima-granadero-inmobiliaria,New One,-12.07389332682638,-77.03978922458735,"Av 6 de agosto 409, Jesús María",Jesus Maria,En construcción,"31 de Mayo, 2025",Banco Interbank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,5,"Pisos: 2, 3, 4, 5",3,65.48 m2,"S/ 520,202"
2815,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3403-aliaga-442-magdalena-del-mar-lima-lima-vive-plm,ALIAGA 442,-12.0953729,-77.0593799,JUAN DE ALIAGA 442,Magdalena Del Mar,En planos,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,T 12D,"Pisos: 4, 6, 8, 10",3,74.86 m2,"S/ 608,372"
31,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2948-vittorie-surquillo-lima-lima-dym-grupo-inmobiliario,VITTORIE,-12.1195549,-77.0041086,Av. Principal 915,Surquillo,En construcción,"30 de Mayo, 2025",Banco BCP,"['Lobby', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO G,Pisos: Entre 4 al 9,2,53.00 m2,"S/ 370,000"
4292,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2351-liberty-one-lince-lima-lima-procity,LIBERTY ONE,-12.0896464,-77.0420281,avenida manuel villavicencio 1045,Lince,En construcción,"31 de Marzo, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 1,"Pisos: 6, 7, 9, 14",3,97.47 m2,"$ 268,000"
6167,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3310-miramar-etapa-iii-san-bartolo-lima-lima-octagon,Miramar Etapa III,-12.382147633735247,-76.78467039739293,Urbanización Casco Urbano San Bartolo Manzana Z 2 Lote 1,San Bartolo,En planos,"30 de Septiembre, 2026",BBVA,"['Área de juegos para niños', 'Club House', 'Gimnasio', 'Piscina', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 107,Piso: 1,3,84.79 m2,"S/ 492,000"
6366,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3330-beside-santiago-de-surco-lima-lima-redbay-inmobiliaria,BESIDE,-12.099292042817616,-76.9707952769574,"Av. El Polo 828, Santiago de Surco",Santiago De Surco,En planos,"30 de Julio, 2026",BBVA,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X04-A,Piso: 2,1,32.47 m2,"S/ 332,900"
425,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3194-arequipa-avenue-4015-miraflores-lima-lima-grupo-edifikarte,AREQUIPA AVENUE 4015,-12.1058737,-77.030991,Av. Arequipa 4015,Miraflores,En planos,"31 de Diciembre, 2026",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,201,Piso: 1,1,61.61 m2,"S/ 600,000"
334,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1561-ambar-jesus-maria-lima-lima-marte,Ambar,-12.0813709,-77.0587166,Avenida Brasil 2363,Jesus Maria,En construcción,"30 de Junio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Club House', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 3,Pisos: 5 y 8,3,82.50 m2,"S/ 637,372"
6119,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2693-santa-isabel-147-miraflores-lima-lima-labok-grupo-inmobiliario,Santa Isabel 147,-12.1300885,-77.02741759999999,Santa Isabel 147,Miraflores,En construcción,"30 de Junio, 2025",Banco BCP,"['Areas verdes', 'Lobby', 'Video vigilancia', 'Otros']",duplex,Tipo 2 - 602,Piso: 6,1,80.00 m2,"$ 220,000"
2931,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3179-edificio-ombu-pueblo-libre-lima-lima-optimus-inmobiliaria,EDIFICIO OMBÚ,-12.0811676,-77.0702075,Pedro Torres Malarin 522-524,Pueblo Libre,En planos,"31 de Julio, 2025",Banco BCP,"['Lobby', 'Video vigilancia', 'Otros']",duplex,TIPO5,Piso: 3,2,79.09 m2,"S/ 480,000"
1103,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2986-mykonos-chorrillos-lima-lima-ifi-inmobiliaria,MYKONOS,-12.1570129441832,-77.02366702772603,Calle Dario torres 153,Chorrillos,En construcción,"31 de Enero, 2025",Otros,"['Gimnasio', 'Lobby', 'Sala Bar', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 5A,Piso: 1,1,60.00 m2,"S/ 389,000"
1658,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3379-monet-jesus-maria-lima-lima-ciudaris,MONET,-12.0729358,-77.0431557,Av. General Santa Cruz 708,Jesus Maria,En planos,"30 de Abril, 2026",Otros,"['Lobby', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 1,"Pisos: 4, 6, 10",3,72.36 m2,"S/ 563,000"
4214,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 302,Piso: 3,3,68.81 m2,"S/ 551,000"
3571,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2303-ceibos-del-chipe-piura-piura-piura-edifica,Ceibos del Chipe,-5.183968,-80.6577985,Prolongación los Tallanes S/N,Piura,En construcción,"01 de Agosto, 2023",Financiamiento Propio,"['Areas verdes', 'Lobby', 'Piscina', 'Otros']",duplex,Tipo-16,Piso: 5,2,80.51 m2,"S/ 355,000"
4686,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2361-paseo-de-la-arboleda-4-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,PASEO DE LA ARBOLEDA 4,-12.14157370047621,-77.01076472165404,jr combate de angamos 542,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,N-SS01,Piso:,2,74.00 m2,"S/ 451,000"
5016,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2960-lum-san-miguel-lima-lima-calicanto,LUM,-12.0831639,-77.08461799999999,"Prolongación Jr.Cuzco N°1093-1095, San Miguel",San Miguel,En planos,"30 de Marzo, 2025",Banco BCP,"['Ascensor directo', 'Lobby', 'Otros']",flat,TIPO A,"Pisos: 3, 4, 5, 6",1,40.65 m2,"S/ 279,784"
40,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2769-patio-la-paz-san-miguel-lima-lima-paz,Patio La Paz,-12.079547136588465,-77.10609539017598,Av. La Paz 2551,San Miguel,En planos,"30 de Diciembre, 2025",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,A4,"Pisos: 3, 8, 12",3,75.28 m2,"S/ 398,708"
180,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2478-mar-d-amalfi-miraflores-lima-lima-procity,MAR D´AMALFI,-12.1216006,-77.0205299,"Av. Ricardo Palma 877, San Antonio",Miraflores,En construcción,"30 de Marzo, 2025",Banco Interbank,"['Areas verdes', 'Ascensor directo', 'Cuarto servicio', 'Gimnasio', 'Lobby', 'Terraza', 'Video vigilancia']",flat,A 1,Piso:,3,183.30 m2,"$ 342,000"
