,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
3927,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2961-park-side-jesus-maria-lima-lima-madrid-inmobiliaria,Park Side,-12.0840453,-77.0556295,Jr. Río de Janeiro 400,Jesus Maria,En construcción,"31 de Octubre, 2025",Banco BCP,"['Areas verdes', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza']",flat,Flat Típico 4B,Pisos: Entre 2 al 10,2,65.87 m2,"S/ 495,032"
5008,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,MUM 363,-12.0949881,-77.0552728,Av. Javier Prado Oeste 2291,Magdalena Del Mar,En planos,"31 de Diciembre, 2026",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X1312,Piso: 13,1,43.64 m2,"S/ 413,000"
4169,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2789-hit-san-borja-lima-lima-urbana-per%C3%BA,HIT,-12.0865032,-76.9945619,Av. Javier Prado Este 2901,San Borja,En construcción,"30 de Julio, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala de usos Múltiples']",flat,X06,Pisos: Entre 2 al 11,1,51.05 m2,"S/ 406,762"
48,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2727-concepto-urban-park-ii-cercado-de-lima-lima-lima-imagina,Concepto Urban Park,-12.0758939,-77.03461109999999,Av. Petit Thouars 1140,Cercado de lima,Entrega inmediata,"30 de Junio, 2024",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,3D+C,Pisos: Entre 2 al 20,3,72.30 m2,"S/ 512,344"
3241,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2583-top-818-surquillo-lima-lima-inhouse,TOP 818,-12.1191429,-77.00485929999999,Av principal 818,Surquillo,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,601,Piso: 6,1,37.14 m2,"S/ 314,692"
1947,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3364-los-alamos-de-carmenca-san-miguel-lima-lima-inmobiliaria-josa,Los Alamos de Carmenca,-12.07380834592151,-77.0978454331716,Calle Carmenca 130,San Miguel,En construcción,"31 de Agosto, 2025",Banco BANBIF,"['Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 9,Piso: 10,2,61.22 m2,"S/ 356,610"
2224,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2302-marsano-2670-miraflores-lima-lima-tale-inmobiliaria,MARSANO 2670,-12.1265986,-77.0030767,Av Marsano 2670,Miraflores,Entrega inmediata,"31 de Julio, 2024",BBVA,"['Lobby', 'Piscina', 'Sala Bar', 'Zona de Parrillas', 'Otros']",flat,X04,Piso: 13,2,68.00 m2,"$ 168,000"
3743,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3313-la-fuente-281-san-isidro-lima-lima-tale-inmobiliaria,La Fuente 281,-12.1028277,-77.0566375,"Calle General La Fuente 281, San Isidro",San Isidro,En planos,"30 de Septiembre, 2025",Otros,"['Lobby', 'Terraza']",flat,X202,Piso: 2,3,131.00 m2,"$ 383,700"
5260,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2417-piknik-park-miraflores-lima-lima-sembra-inmobiliaria,Piknik Park,-12.120166280699031,-77.02497511242711,Avenida Paseo de la republica 5613,Miraflores,En construcción,"31 de Julio, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,2,Pisos: Entre 2 al 15,1,67.45 m2,"S/ 554,400"
590,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3398-alicanto-jesus-maria-lima-lima-grupo-cygnus,Alicanto,-12.0706,-77.04705,Jr. General Canterac 279 283 Jesús María,Jesus Maria,En planos,"31 de Marzo, 2026",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,Tipo 5,Pisos: Entre 2 al 14,2,53.88 m2,"S/ 373,453"
1050,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1301-reserva-748-cercado-de-lima-lima-lima-cantabria,Reserva 748,-12.0718416,-77.03655839999999,Av. Arequipa 748 -768,Cercado de lima,Entrega inmediata,"30 de Agosto, 2022",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería']",flat,Tipo 2,Piso: 2,1,47.22 m2,"S/ 350,000"
4787,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2783-galicia-santiago-de-surco-lima-lima-inhouse,Galicia,-12.115314757821263,-76.99473555299562,C. La Joya 195,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Lobby', 'Otros']",flat,402,Piso: 4,2,87.15 m2,"S/ 736,678"
3649,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 91,Piso: 3,3,54.87 m2,"S/ 85,695"
238,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2115-alborada-san-miguel-lima-lima-grupo-mg,ALBORADA,-12.085133683930286,-77.09409531208384,Av. La Paz 1150,San Miguel,Entrega inmediata,"31 de Octubre, 2023",Banco BCP,"['Área de juegos para niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,B2,"Pisos: 1, 4, 5, 6",1,43.80 m2,"S/ 280,380"
2174,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2411-terrazas-de-bellavista-bellavista-callao-callao-nadlan,TERRAZAS DE BELLAVISTA,-12.0626033,-77.1280969,JR. GRAU 459 BELLAVISTA,Bellavista,Entrega inmediata,"28 de Diciembre, 2023",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de cine', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,1209,Piso: 12,2,73.81 m2,"S/ 388,494"
5524,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2199-livorno-lince-lima-lima-toratto-grupo-inmobiliario,LIVORNO,-12.089360918332403,-77.03618155238584,Av. Trinidad Moran 331,Lince,Entrega inmediata,"24 de Junio, 2023","BBVA, Otros","['Areas verdes', 'Lobby']",flat,TIPO J,"Pisos: 2, 3, 7",2,63.04 m2,"S/ 538,992"
951,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2058-invent-jesus-maria-jesus-maria-lima-lima-invent,Invent Jesús María,-12.071749,-77.04188049999999,Av Talara 765,Jesus Maria,Entrega inmediata,"29 de Febrero, 2024",Banco BANBIF,"['Areas verdes', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,A1,Piso: 15,3,76.75 m2,"S/ 594,276"
631,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3011-torre-castelo-cercado-de-lima-lima-lima-capac-asociados,TORRE CASTELO,-12.07758526037867,-77.03489898523888,"Teodoro Cardenas 244, Santa Beatriz",Cercado de lima,En planos,"31 de Octubre, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Lavandería']",flat,X05A,Pisos: Entre 2 al 19,2,68.25 m2,"S/ 413,684"
1950,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3364-los-alamos-de-carmenca-san-miguel-lima-lima-inmobiliaria-josa,Los Alamos de Carmenca,-12.07380834592151,-77.0978454331716,Calle Carmenca 130,San Miguel,En construcción,"31 de Agosto, 2025",Banco BANBIF,"['Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPPO 11,Piso: 10,1,53.22 m2,"S/ 333,689"
1238,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2888-duetto-846-fase-ii-pueblo-libre-lima-lima-cantabria,DUETTO 846 - FASE II,-12.0638907,-77.07095489999999,Av. Alejandro Bertello 846,Cercado de lima,En construcción,"31 de Agosto, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,TIPO 3,Pisos: Entre 3 al 11,3,72.20 m2,"S/ 470,000"
5827,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2037-pueblo-libre-pueblo-libre-lima-lima-ee-inmobiliaria,Pueblo Libre,-12.0837528,-77.0658852,Av. La Marina 449,Pueblo Libre,Entrega inmediata,"29 de Febrero, 2024",Banco BANBIF,['Lobby'],flat,701,Piso: 7,3,80.97 m2,"S/ 496,000"
1976,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3273-mar-de-grau-chorrillos-lima-lima-2k-inmobiliaria,MAR DE GRAU,-12.1643195,-77.02434960000001,MALECON GRAU 207,Chorrillos,En planos,"25 de Septiembre, 2025",Banco Interbank,"['Lobby', 'Pista para trotarcorrer', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",duplex,1002,Piso: 10,3,116.26 m2,"S/ 821,000"
4078,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO Q',"Pisos: 10, 11, 12",3,72.63 m2,"S/ 471,590"
1998,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3243-amadeus-san-borja-lima-lima-baumhaus,AMADEUS,-12.0996022,-76.99078879999999,JR. SCHUBERT FRANZ NRO. 156,San Borja,En planos,"30 de Agosto, 2025",Banco BCP,"['Lobby', 'Otros']",flat,TIPO B,Pisos: 2 y 3,3,92.80 m2,"$ 225,000"
598,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2782-lord-nelson-419-miraflores-lima-lima-lateral,LORD NELSON 419,-12.112305195913558,-77.0400981900457,Calle Lord Nelson N° 419 esq. con Calle Mariscal Sucre N° 183,Miraflores,En planos,"30 de Junio, 2025",Banco BCP,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Otros']",flat,FL-405-505,Piso: 4,2,106.70 m2,"$ 301,800"
149,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3281-irgoyen-128-santiago-de-surco-lima-lima-sembra-inmobiliaria,Irgoyen 128,-12.1322314,-77.0173808,Pedro Irigoyen 128,Santiago De Surco,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,105,Piso: 1,2,90.00 m2,"S/ 592,800"
355,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3351-residencial-salamanca-de-monterrico-18-ate-lima-lima-eficaxx-grupo-inmobiliario,Residencial Salamanca de Monterrico 18,-12.079186236119265,-76.98660629090591,Calle Las Avellanas 185,Ate,En planos,"31 de Octubre, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 4A,"Pisos: 2, 4, 6, 8",2,52.17 m2,"S/ 329,100"
5414,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2978-guadalajara-277-santiago-de-surco-lima-lima-cp-building,GUADALAJARA 277,-12.1329643,-77.0120508,Guadalajara 277,Santiago De Surco,En construcción,"31 de Enero, 2025",Banco BCP,"['Areas verdes', 'Ascensor directo', 'Jardin interior', 'Lobby', 'Parque privado', 'Terraza', 'Video vigilancia', 'Otros']",flat,304,Piso: 3,3,101.00 m2,"$ 225,000"
2241,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3339-guisse-1060-jesus-maria-lima-lima-balance-grupo-inmobiliario,GUISSE 1060,-12.0757311,-77.03996250000002,Jiron Almte. Jorge Martin Guisse 1060,Jesus Maria,En planos,"28 de Febrero, 2026",Banco Scotiabank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 1,Piso: 1,2,76.94 m2,"S/ 477,000"
1689,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3119-hercelles-la-victoria-lima-lima-balance-grupo-inmobiliario,HERCELLES,-12.0868088,-77.0229109,Jirón Oswaldo Hercelles 266,La Victoria,En planos,"30 de Septiembre, 2025",Banco Interbank,"['Lobby', 'Sala de usos Múltiples', 'Otros']",flat,X06,Pisos: Entre 1 al 8,1,32.67 m2,"S/ 234,000"
5897,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3342-alborada-iii-san-miguel-lima-lima-grupo-mg,ALBORADA III,-12.0866944,-77.0911878,Av. La paz 839,San Miguel,En planos,"31 de Diciembre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,C1a,Piso: 5,3,73.60 m2,"S/ 361,580"
6299,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2841-botanika-jesus-maria-lima-lima-san-charbel-edificaciones,Botanika,-12.0810085676838,-77.05712058350858,Av. Garzón 2160,Jesus Maria,En construcción,"30 de Noviembre, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 5,"Pisos: 3, 4, 5, 12",2,57.12 m2,"S/ 425,988"
5747,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3245-gran-olivo-etapa-2-los-olivos-lima-lima-lider,GRAN OLIVO - ETAPA 2,-12.0060684,-77.0745468,Avenida Angelica Gamara 1301,Los Olivos,En planos,"30 de Junio, 2026",BBVA,"['Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X03,Pisos: Entre 2 al 20,3,72.72 m2,"S/ 338,700"
4639,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2742-residencial-salamanca-de-monterrico-15-ate-lima-lima-eficaxx-grupo-inmobiliario,Residencial Salamanca de Monterrico 15,-12.0734725,-76.9832517,Calle Canchaque 163,Ate,Entrega inmediata,"29 de Febrero, 2024",Banco BCP,"['Lobby', 'Video vigilancia']",flat,TIPO 2 S/B,Piso: 5,2,52.16 m2,"S/ 340,000"
4706,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2796-family-apartments-la-victoria-lima-lima-hl-desarrollos-inmobiliarios,Family Apartments,-12.0841883,-77.0248373,Jr. Alberto Barton 270 Esq. Jr. Ricardo Flores,La Victoria,En construcción,"31 de Julio, 2025","Banco Pichincha, Otros","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 5,Pisos: Entre 2 al 22,2,51.10 m2,"S/ 339,869"
1348,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2767-iconik-park-cercado-de-lima-lima-lima-ciudaris,Iconik Park,-12.075364,-77.0335688,Mariano Carranza 436,Cercado de lima,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",duplex,Tipo 3,Piso: 15,2,102.03 m2,"S/ 595,000"
1882,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,Sauco,-12.089912318734548,-77.01939531970038,Av. Javier Prado Este 1091,La Victoria,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,SAU-B-103,Piso: 1,2,86.09 m2,"S/ 476,341"
788,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1654-aliaga-garden-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,ALIAGA GARDEN,-12.0948486,-77.0589031,Torres Matos 141,Magdalena Del Mar,Entrega inmediata,"01 de Enero, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Club House', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,1A,"Pisos: 4, 6, 16",3,102.16 m2,"S/ 943,862"
3108,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1646-edificio-liri-pueblo-libre-pueblo-libre-lima-lima-grupo-mg,Edificio Liri - Pueblo Libre,-12.0842128,-77.0675432,Av Antonio José de Sucre 1301,Pueblo Libre,Entrega inmediata,"31 de Octubre, 2022","Banco BANBIF, Banco BCP, BBVA, Banco Interbank, Banco Scotiabank","['Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,5,Pisos: 3 y 17,2,63.00 m2,"S/ 391,000"
4789,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2783-galicia-santiago-de-surco-lima-lima-inhouse,Galicia,-12.115314757821263,-76.99473555299562,C. La Joya 195,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Lobby', 'Otros']",flat,504,Piso: 5,2,91.00 m2,"S/ 763,474"
692,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3319-san-borja-sur-985-san-borja-lima-lima-ee-inmobiliaria,San Borja Sur 985,-12.1000763,-76.9932627,Av. San Borja Sur N° 985,San Borja,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 103,Piso: 1,3,143.19 m2,"S/ 839,000"
1251,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2837-momen-bre%C3%B1a-lima-lima-cosapi,MOMEN,-12.0604151,-77.05264609999999,"Aguarico 1251, Breña",Breña,En planos,"04 de Abril, 2025","Banco BCP, Otros","['Área de juegos para niños', 'Gimnasio', 'Karaoke', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,X08,Pisos: Entre 2 al 20,2,63.03 m2,"S/ 397,600"
1386,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2226-schell-miraflores-lima-lima-volterra,Schell,-12.123481843333906,-77.02599383268344,calle Schell 605,Miraflores,En construcción,"30 de Junio, 2025",Banco BCP,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 9,Pisos: Entre 3 al 11,2,74.52 m2,"S/ 693,622"
5619,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,210,Piso: 2,3,60.47 m2,"S/ 336,516"
5371,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario,Santorini,-12.073561795487,-77.03112064660345,Av. Alejandro Tirado 731,Cercado de lima,En construcción,"01 de Marzo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,S41,Pisos: Entre 9 al 29,2,74.66 m2,"S/ 474,278"
4898,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1991-esencial-lince-lima-lima-alerces-inmobiliaria,Esencial,-12.0881635,-77.0465631,Av César Vallejo 1445,Lince,Entrega inmediata,"01 de Enero, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,X07,Piso: 5,2,65.29 m2,"S/ 519,000"
554,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3203-condominio-villalegre-santiago-de-surco-lima-lima-la-venturosa,Condominio Villalegre,-12.1641991,-76.9895228,Esquina Jiron Dextre con Calle Daniel Mendoza (A 1 cuadra del Parque Villa Alegre),Santiago De Surco,En planos,"31 de Mayo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Sala de usos Múltiples', 'Video vigilancia', 'Otros']",flat,TIPO - 1A,Pisos: Entre 2 al 11,2,71.88 m2,"S/ 317,335"
1071,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2387-verah-condominio-etapa-3-santiago-de-surco-lima-lima-akamai,Verah Condominio - Etapa 3,-12.143767024768092,-77.01270103209563,Jr. Peña Rivera 400 cruce con Jr. Diego Ferré,Santiago De Surco,En planos,"31 de Agosto, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,EDIF 9 - 902,Piso: 9,3,71.16 m2,"S/ 342,000"
4986,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,MUM 363,-12.0949881,-77.0552728,Av. Javier Prado Oeste 2291,Magdalena Del Mar,En planos,"31 de Diciembre, 2026",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X18-A,"Pisos: 2, 4, 6, 8, 10",2,71.37 m2,"S/ 560,000"
649,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2846-san-felipe-towers-jesus-maria-lima-lima-vive-plm,San Felipe Towers,-12.082636800186645,-77.05047192092127,Av. San Felipe 720 esquina Jr. Huascar,Jesus Maria,Entrega inmediata,"31 de Agosto, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,Platinum T8,Pisos: Entre 12 al 22,1,50.10 m2,"S/ 417,100"
1063,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2387-verah-condominio-etapa-3-santiago-de-surco-lima-lima-akamai,Verah Condominio - Etapa 3,-12.143767024768092,-77.01270103209563,Jr. Peña Rivera 400 cruce con Jr. Diego Ferré,Santiago De Surco,En planos,"31 de Agosto, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,EDIF 7 - X03,Pisos: Entre 2 al 9,2,64.56 m2,"S/ 310,000"
2798,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2452-soil-pueblo-libre-pueblo-libre-lima-lima-verdant-inmobiliaria,Soil Pueblo Libre,-12.0838136,-77.0657512,Av. La Marina 425,Pueblo Libre,En construcción,"30 de Junio, 2025",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Minimarket', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,17,Piso: 13,3,74.26 m2,"S/ 475,000"
852,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T2X101,Piso: 1,2,57.72 m2,"S/ 282,000"
516,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3391-aster-reducto-miraflores-lima-lima-aster-homes,ASTER REDUCTO,-12.13373,-77.0231618,AV REDUCTO 1505,Miraflores,En planos,"30 de Diciembre, 2026",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,X02,Piso: 2,3,82.56 m2,"S/ 830,082"
2007,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2851-pietra-d-avanti-san-miguel-lima-lima-rumi-grupo-inmobiliario,PIETRA D' AVANTI,-12.0767242,-77.0983186,AV. LOS PATRIOTAS 418-424,San Miguel,En construcción,"31 de Julio, 2025",Banco BCP,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,B,Pisos: Entre 5 al 19,2,61.96 m2,"S/ 374,715"
88,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2924-ble-santiago-de-surco-lima-lima-ee-inmobiliaria,Blé,-12.1246371,-76.9865786,Av. Velasco Astete 1752,Santiago De Surco,En construcción,"31 de Octubre, 2024",Banco Interbank,"['Areas verdes', 'Lobby', 'Terraza']",duplex,Duplex 902,Piso: 9,3,196.78 m2,"$ 320,000"
